mortgage_loan_id,contract_no,customer_id,product_code,branch_code_raw,loan_principal,interest_rate_annual,disbursement_date_raw,maturity_date_raw,outstanding_principal,outstanding_interest,total_outstanding
216,ML-2022-000216,1893,BUSINESS,BR-HP01,4783517494,9.0,12.12.2023,2035-12-12,1467636169,56531384,1524167553
217,ML-2020-000217,1105,CAR,BR-HP01,4441285960,9.0,28-05-2022,28-05-2044,2496918866,43471367,2540390233
218,ML-2021-000218,3279,HOME,Can Tho CN1,2811301900,8.5,15.03.2020,15 Thg 3 2040,1767576942,72996651,1840573593
219,ML-2021-000219,4254,CAR,Ho Chi Minh Q3,2290058467,8.0,26-03-2020,26/03/2031,729747827,22444880,752192707
220,ML-2022-000220,2249,HOME,DA_NANG_1,2505292512,9.5,01.03.2022,01/03/2046,1427101295,57152662,1484253957
221,ML-2021-000221,1824,BUSINESS,BR-HCM01,4859834414,9.0,27.04.2021,2042-04-27,3250718948,136619359,3387338307
222,ML-2020-000222,4668,CAR,BR-CT01,4582775714,9.0,03-03-2023,2036-03-03,1102204123,46588781,1148792904
223,ML-2023-000223,1814,CAR,HN-01,2430846652,10.5,12/03/2023,12-03-2038,1353517644,22661295,1376178939
224,ML-2024-000224,2613,CAR,Hai Phong CN1,3080039555,11.0,2023-09-16,16-09-2035,954161799,18869640,973031439
225,ML-2024-000225,1969,CAR,BR-HCM01,4549456160,10.0,26.09.2023,26-09-2044,1894159465,20916291,1915075756
226,ML-2024-000226,883,HOME,Can Tho CN1,4720824689,9.5,17-08-2020,17/08/2037,1880236697,35092373,1915329070
227,ML-2024-000227,1266,BUSINESS,BR-DN01,4370780669,10.5,06/03/2022,06-03-2042,972783917,38836990,1011620907
228,ML-2024-000228,1044,BUSINESS,Da Nang CN1,1627372855,11.0,02/02/2020,2037-02-02,947767614,24259340,972026954
229,ML-2024-000229,185,HOME,Da Nang CN1,3763656690,10.0,2021-06-02,02/06/2035,3301422102,146671549,3448093651
230,ML-2020-000230,3905,BUSINESS,DN-01,3143867732,8.0,11/05/2022,11 Thg 5 2037,3044929209,87614088,3132543297
231,ML-2021-000231,2519,HOME,CT-01,1053129506,9.5,2022-03-06,2044-03-06,718140525,31956859,750097384
232,ML-2024-000232,2011,BUSINESS,Da Nang CN1,2431098613,10.0,12-04-2020,2035-04-12,1789336367,70090878,1859427245
233,ML-2022-000233,150,BUSINESS,HAI_PHONG_1,348943839,9.0,03-12-2021,2039-12-03,70146409,1605913,71752322
234,ML-2023-000234,3297,BUSINESS,Can Tho CN1,4099121913,11.0,18.06.2023,18 Thg 6 2036,2954547263,121830927,3076378190
235,ML-2021-000235,366,CAR,DA_NANG_1,4911546714,7.5,11-01-2022,2035-01-11,1650693064,30973169,1681666233
236,ML-2020-000236,179,HOME,BR-DN01,4136377197,7.5,06.11.2023,2038-11-06,1922901094,70631911,1993533005
237,ML-2023-000237,1261,HOME,CT-01,3137246354,9.5,02.02.2021,02/02/2046,1533056644,39474715,1572531359
238,ML-2022-000238,4398,HOME,DA_NANG_1,1157596764,7.5,21-03-2021,21 Thg 3 2033,517078471,10043742,527122213
239,ML-2023-000239,1985,HOME,CT-01,4986397192,10.5,13-06-2021,13 Thg 6 2036,2047598053,61494353,2109092406
240,ML-2021-000240,399,BUSINESS,DN-01,2723420650,8.5,22-02-2020,22/02/2043,677551644,14676857,692228501
241,ML-2024-000241,3089,HOME,HAI_PHONG_1,4321641735,9.0,03.05.2023,03/05/2034,4146199732,104340901,4250540633
242,ML-2021-000242,431,BUSINESS,Da Nang CN1,3772312361,8.5,03.07.2020,03/07/2036,1532724795,60492589,1593217384
243,ML-2020-000243,4471,BUSINESS,BR-HN01,4051509023,10.5,05/07/2020,2033-07-05,3336967703,145162488,3482130191
244,ML-2024-000244,1083,BUSINESS,CN-HCM-02,1434458188,11.0,06-01-2023,06/01/2045,985364059,40913394,1026277453
245,ML-2020-000245,1770,CAR,Ho Chi Minh Q3,3265734008,7.5,2023-05-12,12-05-2043,1385576881,30827113,1416403994
246,ML-2020-000246,4624,CAR,Da Nang CN1,877181411,11.0,24.05.2022,24/05/2034,323778537,15300043,339078580
247,ML-2023-000247,4238,HOME,Ha Noi CN1,3826242854,8.5,23.05.2020,2034-05-23,1355296379,49901494,1405197873
248,ML-2020-000248,3706,BUSINESS,BR-HCM01,2260432117,10.0,12.05.2021,2043-05-12,507355240,12632470,519987710
249,ML-2024-000249,2632,HOME,HN-01,4038686447,10.0,27-03-2022,27-03-2034,2056711317,33969253,2090680570
250,ML-2024-000250,491,CAR,Can Tho CN1,3981264539,9.0,21.05.2021,2031-05-21,3699440180,119511805,3818951985
251,ML-2024-000251,2727,HOME,BR-HN01,1261084962,9.5,13-07-2022,13-07-2046,723053671,25475678,748529349
252,ML-2024-000252,2577,CAR,BR-HCM02,4626524888,10.0,2022-05-22,2047-05-22,4583446262,163279726,4746725988
253,ML-2022-000253,1918,BUSINESS,Ha Noi CN1,3098027184,9.0,25/09/2021,25 Thg 9 2032,1411673680,19816316,1431489996
254,ML-2020-000254,2263,BUSINESS,HAI_PHONG_1,4584097182,9.5,2023-07-13,13-07-2039,3532942755,125702414,3658645169
255,ML-2023-000255,955,BUSINESS,CT-01,2478900724,8.5,04.05.2021,04-05-2035,2098823506,72281843,2171105349
256,ML-2021-000256,2277,CAR,Ha Noi CN1,3110775408,9.0,24-04-2022,24-04-2045,1270588091,24885535,1295473626
257,ML-2020-000257,848,CAR,HN-01,4825508058,8.0,2023-04-17,17-04-2045,1173802791,41477111,1215279902
258,ML-2021-000258,3106,CAR,Hai Phong CN1,1771755952,11.0,28/06/2021,28 Thg 6 2033,1248780046,23452423,1272232469
259,ML-2020-000259,4911,HOME,BR-HP01,2241553836,9.0,25/10/2021,2046-10-25,1550222299,49305675,1599527974
260,ML-2023-000260,909,CAR,DA_NANG_1,4446051494,10.5,18/01/2020,2041-01-18,3581197511,117475522,3698673033
261,ML-2020-000261,1329,HOME,BR-HP01,1368687175,10.0,04.03.2022,04/03/2041,1175805022,25783158,1201588180
262,ML-2022-000262,2207,HOME,CAN_THO_1,1750990916,8.5,12/08/2022,12 Thg 8 2037,670164856,22265383,692430239
263,ML-2021-000263,4453,BUSINESS,Can Tho CN1,3452835101,8.5,2020-06-23,23-06-2042,2411832325,69203713,2481036038
264,ML-2020-000264,3414,BUSINESS,BR-CT01,384790270,8.0,2023-08-13,13 Thg 8 2041,124095507,3753410,127848917
265,ML-2020-000265,4714,HOME,HP-01,2534711156,8.5,2023-02-17,2042-02-17,1516242036,44283458,1560525494
266,ML-2022-000266,4253,HOME,Hai Phong CN1,2059889613,8.5,16/09/2020,16-09-2045,416489903,13050930,429540833
267,ML-2020-000267,3500,CAR,HAI_PHONG_1,4981869435,8.0,21/05/2020,21-05-2044,2846749227,31866184,2878615411
268,ML-2021-000268,3338,HOME,BR-HN01,3960380242,10.0,2022-07-24,2035-07-24,3491467181,127557964,3619025145
269,ML-2021-000269,1119,CAR,Ho Chi Minh Q3,4141966874,9.5,27-06-2020,2035-06-27,2154651916,57849107,2212501023
270,ML-2023-000270,1919,CAR,HN-01,3735540461,8.5,2020-03-23,2035-03-23,3470247640,86447147,3556694787
271,ML-2024-000271,802,HOME,HN-01,4718732063,8.5,04.08.2023,2047-08-04,1931331232,37050832,1968382064
272,ML-2024-000272,4498,HOME,Hai Phong CN1,709061875,9.0,22.06.2023,2037-06-22,506779975,7424015,514203990
273,ML-2023-000273,1930,BUSINESS,HAI_PHONG_1,4034111722,8.0,08-06-2023,2041-06-08,1525560740,43609914,1569170654
274,ML-2023-000274,2445,HOME,Can Tho CN1,638574832,11.0,28.02.2023,28-02-2047,628700288,27531109,656231397
275,ML-2020-000275,824,CAR,BR-DN01,2032760138,7.5,26-02-2020,26 Thg 2 2036,997422511,9104728,1006527239
276,ML-2021-000276,4741,CAR,CAN_THO_1,2876770578,10.0,04/02/2023,04-02-2033,2485262551,120727462,2605990013
277,ML-2022-000277,1528,BUSINESS,HP-01,3315479599,7.5,05.08.2021,05-08-2034,1182754821,13155041,1195909862
278,ML-2023-000278,2538,BUSINESS,HA_NOI_CN1,3656175095,10.0,2020-07-02,02 Thg 7 2044,2454949492,74060678,2529010170
279,ML-2023-000279,3443,HOME,BR-CT01,4803580753,10.5,25/09/2023,25/09/2038,2449463337,87502014,2536965351
280,ML-2022-000280,3254,CAR,CN-HCM-02,3574374218,9.5,10.06.2023,10/06/2037,2437793130,105275122,2543068252
281,ML-2024-000281,2839,BUSINESS,Ha Noi CN1,1233479178,9.0,12/11/2022,12-11-2037,360575816,7817485,368393301
282,ML-2023-000282,4629,HOME,CAN_THO_1,2593095089,10.5,2020-09-04,04/09/2042,1909045273,36073131,1945118404
283,ML-2021-000283,4362,CAR,CT-01,3235139119,8.5,26-12-2020,2036-12-26,2753818272,33002639,2786820911
284,ML-2024-000284,2729,CAR,Da Nang CN1,2710638666,9.0,2022-12-22,22 Thg 12 2044,2616746414,115476019,2732222433
285,ML-2022-000285,2080,BUSINESS,BR-DN01,4650652573,9.5,28.10.2021,28-10-2038,2963824188,96112980,3059937168
286,ML-2021-000286,504,CAR,DN-01,2227645417,8.0,2021-03-24,2043-03-24,942939576,15516699,958456275
287,ML-2021-000287,2462,CAR,HP-01,324245671,11.0,05-01-2021,05-01-2032,269748581,9497051,279245632
288,ML-2020-000288,4190,CAR,CT-01,2556554634,8.5,06.09.2020,2042-09-06,963714910,15182393,978897303
289,ML-2022-000289,1167,CAR,HP-01,1849614875,9.0,2023-09-27,27-09-2036,725563780,23306209,748869989
290,ML-2024-000290,2024,BUSINESS,BR-HCM01,1678413965,8.0,18-05-2023,18-05-2033,1413649851,31464764,1445114615
291,ML-2020-000291,772,BUSINESS,CT-01,1126834424,8.0,2020-03-25,25/03/2032,792853757,11751364,804605121
292,ML-2023-000292,1946,HOME,BR-DN01,4904722451,8.5,23-08-2020,2031-08-23,1193880350,42386695,1236267045
293,ML-2024-000293,751,CAR,BR-HP01,1410884543,10.5,13.11.2023,2043-11-13,1042134328,34351919,1076486247
294,ML-2024-000294,4387,CAR,BR-HN01,2815167269,8.0,04-09-2022,2041-09-04,2286533449,50316624,2336850073
295,ML-2023-000295,3285,BUSINESS,BR-HP01,2335761595,9.0,13-12-2021,13-12-2035,2124567859,92956545,2217524404
296,ML-2022-000296,228,HOME,BR-HP01,2684006407,8.0,19.01.2020,19-01-2032,2143547547,79125808,2222673355
297,ML-2022-000297,2503,HOME,Can Tho CN1,2501397080,8.5,20-04-2021,2037-04-20,1842985166,51212779,1894197945
298,ML-2020-000298,608,HOME,DA_NANG_1,614153552,8.0,07.02.2022,07-02-2042,452653555,7018416,459671971
299,ML-2022-000299,310,CAR,BR-HN01,4165979921,10.0,11-08-2023,11-08-2037,4028199040,67454531,4095653571
300,ML-2022-000300,2989,CAR,Da Nang CN1,3674384508,10.5,05-06-2022,05 Thg 6 2047,1789400569,41746385,1831146954
301,ML-2024-000301,107,HOME,BR-DN01,2905446007,9.5,07-09-2021,2033-09-07,2555833161,85625028,2641458189
302,ML-2024-000302,2130,HOME,HCM_Q3,4192544235,9.5,25/11/2023,25 Thg 11 2044,3828421914,122145145,3950567059
303,ML-2022-000303,298,CAR,Can Tho CN1,2492202822,10.5,01/09/2022,01/09/2037,815892211,27974500,843866711
304,ML-2024-000304,1793,HOME,CN-HCM-01,4333727012,7.5,2021-08-08,08-08-2039,1015161479,13910983,1029072462
305,ML-2022-000305,2580,CAR,HAI_PHONG_1,499447370,10.0,17-12-2020,17/12/2038,361070606,8886623,369957229
306,ML-2020-000306,3778,CAR,HP-01,4196576569,10.5,16.06.2022,16/06/2032,1395297325,19168183,1414465508
307,ML-2022-000307,4528,CAR,HCM_Q1,1102753761,10.0,08.11.2020,2040-11-08,816240183,23802254,840042437
308,ML-2024-000308,2898,BUSINESS,Da Nang CN1,2064798660,9.0,19/03/2020,2034-03-19,655557221,9825681,665382902
309,ML-2021-000309,4719,HOME,HN-01,4674939731,9.5,15.04.2020,15/04/2045,4040507679,130637173,4171144852
310,ML-2024-000310,4386,CAR,HA_NOI_CN1,2493890388,8.5,2022-08-20,20 Thg 8 2039,762558257,6911164,769469421
311,ML-2024-000311,615,CAR,HN-01,3849851402,8.0,2021-08-20,2034-08-20,2800821135,103248104,2904069239
312,ML-2024-000312,3106,CAR,BR-HP01,3088429082,10.5,23.01.2022,23 Thg 1 2039,1483725344,65720254,1549445598
313,ML-2024-000313,4805,CAR,BR-HN01,2127463042,9.5,2023-04-28,28 Thg 4 2042,747200785,27233717,774434502
314,ML-2020-000314,638,BUSINESS,BR-HCM01,3754387034,10.5,05.02.2022,05-02-2040,2023048592,52310072,2075358664
315,ML-2022-000315,2302,BUSINESS,DA_NANG_1,3542579642,10.5,12.03.2023,12-03-2041,1684443634,67598026,1752041660
316,ML-2021-000316,3460,HOME,BR-DN01,3511837506,11.0,07.02.2021,2041-02-07,1795542620,69987685,1865530305
317,ML-2020-000317,2089,BUSINESS,HA_NOI_CN1,2878034538,8.0,08-05-2020,2032-05-08,1460489733,57692760,1518182493
318,ML-2024-000318,4013,HOME,DN-01,2866125120,8.5,01/08/2023,01/08/2042,2370765711,61304746,2432070457
319,ML-2021-000319,2568,CAR,HA_NOI_CN1,3194912687,10.0,01/11/2021,01-11-2033,1541552178,39780871,1581333049
320,ML-2024-000320,452,HOME,Da Nang CN1,2523687972,8.0,10-09-2020,10-09-2041,1728955225,24594052,1753549277
321,ML-2023-000321,237,BUSINESS,BR-CT01,1421448210,10.5,03-09-2020,2040-09-03,1372219875,64901537,1437121412
322,ML-2024-000322,1306,BUSINESS,DN-01,3281531341,10.5,25-04-2023,25 Thg 4 2047,2919311394,89747651,3009059045
323,ML-2022-000323,4159,CAR,BR-CT01,3311528431,10.0,2023-06-17,17/06/2041,908708384,33574881,942283265
324,ML-2022-000324,151,BUSINESS,HCM_Q1,2346790105,10.0,09/10/2021,09 Thg 10 2037,844218387,33276693,877495080
325,ML-2022-000325,4254,CAR,HCM_Q1,2956853453,8.5,03.02.2020,2030-02-03,1469429696,28248573,1497678269
326,ML-2024-000326,2755,CAR,DN-01,2407992942,9.5,25/04/2023,25 Thg 4 2034,2291743560,24607322,2316350882
327,ML-2022-000327,4681,HOME,DA_NANG_1,3632482152,11.0,17.12.2020,2040-12-17,2685430298,74372541,2759802839
328,ML-2020-000328,4418,CAR,Ho Chi Minh Q3,1415406331,9.5,16-05-2021,16/05/2042,763122415,19402793,782525208
329,ML-2022-000329,3695,BUSINESS,Ha Noi CN1,3969302613,9.5,19/03/2023,2040-03-19,1651068278,30479705,1681547983
330,ML-2023-000330,4871,BUSINESS,HN-01,1142085114,8.5,06.01.2023,06/01/2048,700789798,23125398,723915196
331,ML-2023-000331,2200,CAR,Ho Chi Minh Q3,2738830691,10.5,2020-12-06,06-12-2036,2386007310,34703711,2420711021
332,ML-2022-000332,408,BUSINESS,DN-01,1850320086,9.5,2022-01-14,14/01/2043,1222535282,41770333,1264305615
333,ML-2021-000333,2809,HOME,Ha Noi CN1,1825181720,11.0,13-02-2023,13/02/2047,1300377222,67433574,1367810796
334,ML-2023-000334,226,BUSINESS,HN-01,606420495,8.5,11-04-2022,11-04-2041,434024508,7691971,441716479
335,ML-2023-000335,4951,HOME,Ha Noi CN1,2233975047,8.5,05/01/2021,2039-01-05,745094060,8942854,754036914
336,ML-2020-000336,1086,CAR,BR-HCM02,4708203716,10.5,09/02/2020,09 Thg 2 2032,1805524392,74891193,1880415585
337,ML-2023-000337,4138,BUSINESS,Can Tho CN1,3901406440,7.5,12-11-2020,12 Thg 11 2045,3698088768,88592739,3786681507
338,ML-2021-000338,745,CAR,CN-HCM-01,2722294927,9.5,18/08/2022,18 Thg 8 2034,1341075050,25980201,1367055251
339,ML-2022-000339,3953,CAR,BR-DN01,4595363930,8.5,2022-05-16,16 Thg 5 2047,952646880,22039295,974686175
340,ML-2022-000340,4709,HOME,Can Tho CN1,3722089886,10.0,18.07.2021,18/07/2043,2873268725,102976893,2976245618
341,ML-2023-000341,4443,CAR,Can Tho CN1,1429491690,10.5,25-09-2021,25-09-2040,500894603,6699708,507594311
342,ML-2021-000342,970,HOME,BR-HCM02,3035433372,11.0,20.12.2022,20-12-2038,976557937,52409436,1028967373
343,ML-2020-000343,4045,HOME,Hai Phong CN1,4476136758,9.5,23.03.2022,23/03/2032,1434812007,40542081,1475354088
344,ML-2022-000344,2700,CAR,Ho Chi Minh Q3,1895138315,7.5,27/02/2022,27-02-2033,487254759,10526848,497781607
345,ML-2021-000345,3364,BUSINESS,HP-01,3810065121,7.5,08.12.2020,08/12/2044,3793408763,51117686,3844526449
346,ML-2020-000346,2248,CAR,Hai Phong CN1,2330770268,9.5,2022-03-21,21-03-2035,1656748821,28250049,1684998870
347,ML-2020-000347,1406,CAR,Da Nang CN1,4480180262,9.0,01/06/2023,2041-06-01,3724441162,34717284,3759158446
348,ML-2020-000348,2840,CAR,HCM_Q3,684313264,8.5,22-02-2023,2034-02-22,489735573,15840573,505576146
349,ML-2020-000349,3030,CAR,Da Nang CN1,2395269219,10.0,24/08/2022,24 Thg 8 2032,1867158647,37395172,1904553819
350,ML-2020-000350,857,BUSINESS,DA_NANG_1,3334935482,9.5,19/04/2023,19-04-2044,1916640036,81401906,1998041942
351,ML-2024-000351,352,HOME,Da Nang CN1,4890789975,8.5,27-05-2023,27 Thg 5 2044,4014039213,103171095,4117210308
352,ML-2021-000352,1690,BUSINESS,BR-DN01,2963727197,10.0,18.11.2020,18 Thg 11 2036,958188447,20433525,978621972
353,ML-2023-000353,1924,CAR,HP-01,774439845,8.0,2020-03-06,2036-03-06,273604417,2467405,276071822
354,ML-2023-000354,370,BUSINESS,DA_NANG_1,1399247629,10.0,2021-10-23,23/10/2031,829927912,37836988,867764900
355,ML-2020-000355,2738,HOME,BR-HCM02,4124370344,10.0,2020-10-09,09-10-2032,3941589739,190865451,4132455190
356,ML-2020-000356,3678,BUSINESS,BR-CT01,3414589739,10.5,17/04/2021,17 Thg 4 2036,971148062,36245402,1007393464
357,ML-2022-000357,4131,CAR,HAI_PHONG_1,747116404,8.5,11/09/2023,11-09-2047,478203116,20272421,498475537
358,ML-2022-000358,1280,CAR,CAN_THO_1,3417577972,9.0,25-07-2021,25 Thg 7 2042,3307735460,29792914,3337528374
359,ML-2020-000359,3253,HOME,DN-01,2858781873,8.5,10/01/2022,10-01-2038,2336249312,94790579,2431039891
360,ML-2022-000360,4914,HOME,Da Nang CN1,704960131,11.0,05-03-2022,05/03/2043,285505378,6913029,292418407
361,ML-2024-000361,771,BUSINESS,HAI_PHONG_1,4926545501,10.0,2023-03-16,2042-03-16,4171172752,105371517,4276544269
362,ML-2020-000362,3985,CAR,Ha Noi CN1,3809596891,10.5,2020-04-24,2042-04-24,2360070726,56432346,2416503072
363,ML-2024-000363,4863,HOME,Can Tho CN1,3296893560,8.5,24.11.2020,2044-11-24,1798615455,63376953,1861992408
364,ML-2021-000364,1051,HOME,Ho Chi Minh Q1,654528565,7.5,03.05.2023,03/05/2046,382727725,5145106,387872831
365,ML-2023-000365,2137,HOME,HA_NOI_CN1,2551627092,9.0,25.05.2020,2040-05-25,1881564823,45623170,1927187993
366,ML-2022-000366,4395,HOME,Da Nang CN1,1677560770,7.5,12.03.2022,12 Thg 3 2036,1575851209,22857229,1598708438
367,ML-2022-000367,1610,CAR,Can Tho CN1,3962594124,8.0,20/04/2020,2039-04-20,2991901930,34589066,3026490996
368,ML-2023-000368,2074,BUSINESS,HAI_PHONG_1,397702405,9.0,18-04-2021,18/04/2046,301857790,2916545,304774335
369,ML-2024-000369,4011,BUSINESS,BR-DN01,1397176652,7.5,26-04-2022,26 Thg 4 2033,1335898140,12688272,1348586412
370,ML-2022-000370,4007,CAR,HP-01,4012064103,7.5,13/11/2022,2044-11-13,2358009317,59924544,2417933861
371,ML-2020-000371,1156,CAR,Can Tho CN1,4452337319,7.5,17-04-2020,17 Thg 4 2040,3541890329,28516349,3570406678
372,ML-2022-000372,3462,BUSINESS,DN-01,2985346571,9.0,21-01-2022,2044-01-21,2863822470,49031438,2912853908
373,ML-2022-000373,3236,BUSINESS,HAI_PHONG_1,3121500440,8.0,22/09/2023,22/09/2046,1005745329,39281585,1045026914
374,ML-2024-000374,3646,BUSINESS,Ha Noi CN1,865956995,8.5,10/03/2021,10/03/2044,819562445,32521722,852084167
375,ML-2022-000375,654,CAR,BR-CT01,808469555,10.0,01-12-2021,01 Thg 12 2044,448218423,21223474,469441897
376,ML-2022-000376,2659,HOME,HCM_Q1,758579821,8.5,20-10-2020,20/10/2037,568860758,11783885,580644643
377,ML-2023-000377,4182,HOME,Hai Phong CN1,2897217228,10.0,16.07.2021,16/07/2035,1103893211,29080484,1132973695
378,ML-2020-000378,1614,BUSINESS,HP-01,4381069523,9.0,03/04/2021,03 Thg 4 2045,2014926167,51323428,2066249595
379,ML-2021-000379,2086,CAR,CN-HCM-02,3633816842,10.5,2022-07-20,20 Thg 7 2035,3130925957,38452368,3169378325
380,ML-2021-000380,1715,CAR,HN-01,4763551717,10.5,10.04.2020,10-04-2042,2710831203,76563121,2787394324
381,ML-2024-000381,2614,CAR,BR-DN01,4181257367,11.0,2023-02-24,24/02/2038,2219609786,68450496,2288060282
382,ML-2021-000382,2183,HOME,HN-01,2252849519,9.5,21/12/2022,2035-12-21,1723387906,57896789,1781284695
383,ML-2020-000383,53,HOME,HCM_Q3,1934694666,8.5,28/10/2022,28/10/2037,1577405774,16159822,1593565596
384,ML-2022-000384,922,HOME,DN-01,4427318021,9.5,05/02/2021,05-02-2031,2509909127,105430289,2615339416
385,ML-2024-000385,1644,HOME,BR-CT01,2419423746,9.0,14.08.2023,2035-08-14,2191355053,41662186,2233017239
386,ML-2024-000386,4947,BUSINESS,Hai Phong CN1,510104660,8.5,2020-11-12,2034-11-12,337931162,9803959,347735121
387,ML-2022-000387,3664,BUSINESS,BR-DN01,510588114,10.5,22-03-2021,22 Thg 3 2036,338608268,16802471,355410739
388,ML-2020-000388,864,HOME,CT-01,1686509305,10.5,2020-07-27,27 Thg 7 2039,501936511,23387798,525324309
389,ML-2022-000389,3692,CAR,HAI_PHONG_1,2553338333,9.0,2020-02-19,19-02-2045,1754336685,35777219,1790113904
390,ML-2024-000390,674,HOME,DN-01,4281887252,11.0,26/08/2023,26-08-2040,861792897,10389274,872182171
391,ML-2020-000391,887,BUSINESS,HA_NOI_CN1,4590616541,10.5,12/06/2020,12/06/2030,1952395470,85296665,2037692135
392,ML-2022-000392,546,CAR,DN-01,326333597,10.0,2022-07-24,24/07/2037,282950886,13267903,296218789
393,ML-2023-000393,2485,CAR,HAI_PHONG_1,3724181518,8.5,21.03.2023,21 Thg 3 2043,3509042930,36510741,3545553671
394,ML-2024-000394,2877,HOME,Ha Noi CN1,3212836638,7.5,22-10-2021,2042-10-22,1363425132,11500756,1374925888
395,ML-2023-000395,563,CAR,Can Tho CN1,1973174406,8.0,28-12-2022,28-12-2033,531648615,19174204,550822819
396,ML-2022-000396,280,CAR,HAI_PHONG_1,1599780396,9.5,2021-02-12,2037-02-12,967540391,38569024,1006109415
397,ML-2024-000397,3504,BUSINESS,HA_NOI_CN1,1116952955,11.0,2022-06-05,05/06/2036,256052562,7183268,263235830
398,ML-2024-000398,4750,HOME,BR-HP01,317651775,7.5,2020-06-15,15-06-2033,210300680,3546571,213847251
399,ML-2021-000399,3437,HOME,HCM_Q3,1126977245,9.5,2022-08-22,22/08/2040,472101483,4758667,476860150
400,ML-2024-000400,2320,BUSINESS,BR-CT01,1667882278,8.5,08/10/2022,08-10-2034,1524101625,40967274,1565068899
401,ML-2020-000401,566,HOME,Hai Phong CN1,424522637,7.5,2020-07-02,02 Thg 7 2043,324225799,11100932,335326731
402,ML-2023-000402,2183,HOME,Ha Noi CN1,1641922388,9.0,19/08/2020,19 Thg 8 2032,926811557,31179059,957990616
403,ML-2023-000403,2935,CAR,HN-01,1261189885,9.5,06-07-2022,06 Thg 7 2042,282773030,7793989,290567019
404,ML-2022-000404,3928,BUSINESS,DA_NANG_1,1033587041,10.0,04.09.2021,04-09-2034,743729059,31011447,774740506
405,ML-2024-000405,733,BUSINESS,HN-01,2075719463,9.0,2021-08-13,13/08/2041,1396494567,51998898,1448493465
406,ML-2023-000406,4368,CAR,CT-01,1314275094,8.0,19.02.2023,2043-02-19,448087901,17290937,465378838
407,ML-2020-000407,2448,HOME,BR-HN01,3821296504,10.0,2023-11-22,22/11/2035,3476650827,160378737,3637029564
408,ML-2020-000408,688,CAR,HCM_Q1,1551996942,11.0,22-04-2021,22-04-2040,1201607213,61600619,1263207832
409,ML-2020-000409,4367,HOME,BR-CT01,2492253856,8.5,2022-01-12,12-01-2032,2215609370,84044948,2299654318
410,ML-2021-000410,1492,HOME,HAI_PHONG_1,1944068874,10.5,07/09/2023,07/09/2048,1252636017,57520747,1310156764
411,ML-2022-000411,2595,BUSINESS,HN-01,962572988,8.5,2021-01-03,03 Thg 1 2035,528826137,22299223,551125360
412,ML-2020-000412,4583,BUSINESS,Can Tho CN1,1072223853,10.5,12/07/2023,12 Thg 7 2038,220818061,6938675,227756736
413,ML-2021-000413,1302,HOME,HP-01,1876124271,7.5,2023-12-12,2048-12-12,1471159799,34266609,1505426408
414,ML-2022-000414,2457,CAR,HN-01,2520281423,8.0,2021-08-21,2040-08-21,1582803796,13208606,1596012402
415,ML-2023-000415,2736,HOME,HN-01,1723841741,10.0,2022-05-06,06-05-2041,1212619308,40168794,1252788102
416,ML-2024-000416,744,HOME,BR-DN01,417244390,11.0,2020-03-17,17-03-2038,288999406,6678647,295678053
417,ML-2022-000417,1379,BUSINESS,BR-HN01,3484414029,8.5,15-11-2021,15-11-2036,1355286198,19851571,1375137769
418,ML-2024-000418,1054,BUSINESS,BR-HP01,4957468811,8.5,25.08.2021,25/08/2043,2737256522,82603664,2819860186
419,ML-2021-000419,3708,CAR,Ha Noi CN1,4828294755,9.5,06.01.2020,06 Thg 1 2042,2805301984,127735407,2933037391
